query_index,query_cut
4731,audio-1494419946-headset-4731
7329,audio-1498564761-7329
6933,audio-1502217415-headset-6933
7796,audio-1501765304-7796
3935,audio-1490370651-headset-3935
1396,audio-1492779883-headset-1396
4294,audio-1502302239-headset-4294
5152,audio-1494422130-headset-5152
6428,audio--1504198347-headset-6428
7297,audio-1502101829-7297
1210,audio-1500980266-headset-1210
1984,audio-1492779247-headset-1984
258,audio-1495376707-headset-258
4690,audio--1504192812-4690
6200,audio-1502196155-headset-6200
1562,audio-1494512284-headset-1562
5666,audio-1490362133-5666
3612,audio--1506078034-headset-3612
7295,audio-1501692206-7295
3430,audio-1499265190-headset-3430
1240,audio-1434541155-1240
3382,audio-1494422579-headset-3382
1670,audio-1490006789-1670
3361,audio-1502376487-headset-3361
6333,audio-1497884652-6333
5009,audio-1499265771-5009
3863,audio-1501752923-headset-3863
7097,audio-1498572883-headset-7097
1131,audio-1499691637-headset-1131
4249,audio-1434540147-4249
1698,audio-1502199513-headset-1698
7407,audio-1502114385-7407
6896,audio-1488993679-6896
3918,audio-1501407971-3918
4304,audio-1502893665-headset-4304
5751,audio-1502462045-headset-5751
2570,audio-1494416985-2570
1418,audio-1501756508-headset-1418
3765,audio-1490262052-headset-3765
4367,audio-1500036074-headset-4367
2804,audio-1497264632-headset-2804
4475,audio-1501754457-4475
7622,audio-1494416182-7622
2165,audio-1502199660-headset-2165
6289,audio--1504198024-6289
7583,audio-1502201080-headset-7583
7882,audio-1502101334-7882
2019,audio--1504191116-headset-2019
2285,audio-1494607536-2285
6767,audio--1504192738-6767
6541,audio-1497556294-6541
1842,audio-1495733293-headset-1842
2438,audio-1501775372-2438
2367,audio-1434529993-headset-2367
5173,audio-1502217021-headset-5173
4005,audio--1504194404-headset-4005
6046,audio--1505405690-headset-6046
3930,audio-1501777666-3930
2857,audio-1502308809-headset-2857
4591,audio-1434531166-headset-4591
2240,audio-1502374812-2240
2357,audio-1502374631-2357
6744,audio-1490286520-headset-6744
5950,audio-1494512525-headset-5950
4449,audio-1497556937-4449
3110,audio-1501692183-headset-3110
6312,audio-1501157013-6312
5998,audio-1497879444-headset-5998
5907,audio-1434533135-5907
2379,audio-1501773487-headset-2379
344,audio-1490199637-344
7445,audio-1502216607-7445
647,audio-1501752547-647
2837,audio-1501696367-headset-2837
3623,audio-1500899973-3623
2100,audio-1501693937-headset-2100
3924,audio-1490005941-3924
7105,audio-1500035190-7105
1655,audio-1498565182-headset-1655
6534,audio-1495377558-headset-6534
2221,audio-1488974675-2221
4604,audio-1501697335-4604
7117,audio-1502896553-headset-7117
5978,audio-1501754549-5978
894,audio-1488551992-894
6252,audio-1434534466-headset-6252
4807,audio-1497439634-headset-4807
7168,audio-1499266079-7168
1986,audio-1490371761-headset-1986
415,audio-1500388509-headset-415
7533,audio--1504192513-7533
6320,audio-1501692500-6320
7872,audio-1498570316-headset-7872
6673,audio-1497619657-6673
820,audio-1500979692-headset-820
6612,audio-1501685939-headset-6612
2705,audio-1500979376-headset-2705
3869,audio-1501692394-headset-3869
6713,audio-1490371445-headset-6713
5765,audio--1504190816-headset-5765
42,audio-1490289758-42
7581,audio-1502113042-headset-7581
1293,audio-1497862840-1293
3333,audio-1501753156-3333
5847,audio-1498572472-5847
3911,audio-1501697236-3911
7005,audio-1494606863-7005
2353,audio-1495369359-2353
5541,audio-1501694744-5541
2338,audio-1502377772-2338
484,audio-1498485282-484
732,audio-1490008615-732
6063,audio-1499088159-6063
6422,audio-1498573482-6422
4383,audio--1505406542-4383
305,audio-1502376209-305
5592,audio-1500036934-headset-5592
3423,audio-1497872872-headset-3423
7169,audio-1488992754-7169
297,audio-1501696441-headset-297
5959,audio-1434538601-headset-5959
6632,audio-1497620875-6632
1526,audio-1497268202-headset-1526
5945,audio-1490958040-headset-5945
306,audio-1498563767-headset-306
75,audio-1490967578-headset-75
7737,audio-1490021745-7737
4652,audio-1490198136-headset-4652
7285,audio-1497865357-headset-7285
879,audio-1497437248-headset-879
2744,audio-1494549010-headset-2744
2331,audio-1497860248-2331
3722,audio-1489672370-headset-3722
7465,audio-1499088600-headset-7465
4295,audio-1502302239-4295
4046,audio-1497557532-4046
1099,audio-1499692861-1099
6056,audio-1501765094-headset-6056
7773,audio-1497861401-7773
7066,audio-1495369615-7066
1579,audio-1489497766-headset-1579
922,audio--1505324016-headset-922
2708,audio-1499696057-headset-2708
5229,audio-1498759052-headset-5229
3759,audio-1490184000-headset-3759
2107,audio-1497268017-headset-2107
1525,audio-1490193509-1525
6811,audio-1490195814-headset-6811
2761,audio-1490357064-headset-2761
2416,audio-1490704220-2416
4651,audio-1502113190-4651
7325,audio-1501686464-headset-7325
1437,audio--1504192382-1437
5004,audio-1502377083-5004
3321,audio-1502897050-headset-3321
7408,audio-1501775499-headset-7408
5640,audio-1502100363-headset-5640
5232,audio-1499697130-5232
710,audio-1499694282-710
7276,audio-1502309682-headset-7276
781,audio-1501764841-781
1513,audio-1490019941-headset-1513
1151,audio-1502377515-headset-1151
5098,audio-1490262635-5098
2650,audio-1498571892-headset-2650
7349,audio-1502099674-headset-7349
55,audio-1502199775-55
7502,audio-1498485762-headset-7502
6559,audio-1490287356-headset-6559
1929,audio-1498565442-headset-1929
3659,audio-1497360087-3659
6599,audio-1497622341-6599
6586,audio-1501688280-headset-6586
2473,audio-1498565688-headset-2473
7396,audio-1495734205-headset-7396
4693,audio--1504194259-headset-4693
93,audio-1502216490-headset-93
2142,audio-1490706286-2142
2945,audio-1501751822-headset-2945
5909,audio-1502309218-headset-5909
508,audio-1501776833-headset-508
968,audio-1490106425-968
3812,audio-1490184007-3812
2513,audio-1490359469-headset-2513
5312,audio-1497882948-headset-5312
5049,audio-1490020532-headset-5049
4116,audio--1505407620-headset-4116
2547,audio-1489498486-2547
961,audio-1502375935-961
5054,audio-1490110715-5054
3010,audio-1497025499-3010
1809,audio-1497558565-1809
1795,audio-1494420772-1795
1094,audio-1490289448-headset-1094
3917,audio-1501407971-headset-3917
1254,audio-1494512572-headset-1254
7559,audio-1498570719-headset-7559
4962,audio-1490109011-headset-4962
3060,audio-1498758973-3060
7871,audio-1501778156-7871
6956,audio--1505407208-6956
3857,audio-1492784176-headset-3857
6270,audio-1490019954-6270
1789,audio-1498569240-headset-1789
2027,audio-1501691831-headset-2027
4880,audio-1501754031-4880
7021,audio-1501751633-7021
7654,audio-1490287686-7654
5386,audio-1502197492-5386
4326,audio-1502195052-headset-4326
6608,audio-1497882400-6608
639,audio-1497271364-639
4621,audio--1504193293-4621
919,audio-1500035127-headset-919
505,audio-1501777782-505
4486,audio-1498573567-4486
5297,audio-1498565608-5297
1656,audio-1498565182-1656
4691,audio--1504198228-headset-4691
5284,audio-1501157834-headset-5284
1227,audio-1502894050-headset-1227
6331,audio-1488970325-6331
5975,audio-1501757846-headset-5975
4262,audio-1490291496-4262
7227,audio-1502300328-7227
952,audio-1490289399-952
1682,audio-1489151744-1682
6424,audio-1499087846-6424
4004,audio--1504193148-4004
7789,audio-1498566182-7789
4180,audio-1497869077-4180
3649,audio-1498569267-headset-3649
455,audio-1501692005-455
7867,audio-1497270676-7867
1080,audio-1502377438-1080
6177,audio-1497881542-6177
6340,audio-1502198990-headset-6340
6400,audio-1502892763-headset-6400
4619,audio-1497866160-4619
472,audio-1502112826-472
5963,audio-1501689852-headset-5963
3787,audio-1490354440-headset-3787
2524,audio--1504193140-2524
